bill_id,title,proposer,party,committee,propose_date,status,link,summary,core_change,impact_direction,impact_detail,affected_occ,affected_age,affected_social,affected_region,keywords,urgency,analyzed_at,parse_failed,benefited_groups,harmed_groups
PRC_V2U6T0Z6Z0F8F1D3C1B8K1G4G3P8F2,도로교통법 일부개정법률안,김기웅의원 등 10인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2U6T0Z6Z0F8F1D3C1B8K1G4G3P8F2&ageFrom=22&ageTo=22,"가스 누출이나 전기 사고 등 긴급 상황 시, 공익사업자(가스·전기 등)의 응급 작업 차량도 소방차나 구급차처럼 주정차 금지 예외 혜택을 받아 신속하게 현장에 도착할 수 있도록 하는 법안입니다.","전기·가스 등 공익사업자의 응급작업 차량을 법률상 '긴급자동차'로 상향하여, 소방차와 같은 주정차 특례를 적용받게 합니다.",positive,공익사업자 차량의 현장 접근성을 높여 가스 누출이나 정전 등 안전사고에 대한 초기 대응 역량을 강화할 수 있습니다.,공학 전문가 및 기술직|전기·전자 관련 기능직|운전·운송 관련직,아동(0~12)|청소년(13~18)|청년(19~34)|중장년(35~59)|노년(60+),취약계층|1인가구,도심|지방중소도시|농어촌,긴급자동차|공익사업자|안전사고 대응,,2026-06-11T13:34:54.113035,0,,
PRC_T2S6A0Z6Y0X9T1S3R0X8W0V3U6C8B2,감염병의 예방 및 관리에 관한 법률 일부개정법률안,이수진의원 등 10인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2S6A0Z6Y0X9T1S3R0X8W0V3U6C8B2&ageFrom=22&ageTo=22,"감염병 재난 발생 시 질병관리청이 운영하는 '중앙방역대책본부'의 설치와 운영에 대한 법적 근거를 명확히 하여, 보다 체계적인 방역 대응 체계를 구축하려는 법안입니다.",질병관리청의 중앙방역대책본부 설치 및 운영에 관한 법적 근거를 '감염병예방법'에 신설하여 비상대책기구로서의 역할을 명확히 합니다.,positive,감염병 재난 시 방역 대응 체계의 법적 근거를 마련하여 보다 신속하고 체계적인 국가 대응이 가능해집니다.,공공·기업 고위직|행정·경영지원 관리직|보건 전문가 및 관련직|법률·행정 전문직,아동(0~12)|청소년(13~18)|청년(19~34)|중장년(35~59)|노년(60+),취약계층|장애인|다문화가정,서울|수도권|비수도권|농어촌|도심|지방중소도시,감염병예방법|중앙방역대책본부|질병관리청|방역체계,,2026-06-11T13:36:21.707865,0,,
PRC_D2V6Z0Y6K0T9U1K5C3G0I5H7I0G6X5,제9회 전국동시지방선거 선거 부정 및 국민 참정권 침해 의혹 진상규명을 위한 특별검사 임명 등에 관한 법률안,유상범의원 등 110인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2V6Z0Y6K0T9U1K5C3G0I5H7I0G6X5&ageFrom=22&ageTo=22,"2026년 지방선거 과정에서 제기된 투표용지 부족, 선거 부정 의혹 및 참정권 침해 논란을 해결하기 위해 독립적인 특별검사를 임명하여 진상을 철저히 규명하고자 하는 법안입니다.","기존 수사기관의 한계를 넘어 독립적 지위를 가진 특별검사를 임명하고, 대규모 수사 인력을 투입하여 선거 관리 전반의 의혹을 집중 조사하는 체계를 마련합니다.",positive,선거 부정 의혹에 대한 철저한 조사를 통해 선거 관리 시스템의 투명성을 높이고 국민적 신뢰를 회복할 수 있습니다.,공공·기업 고위직|법률·행정 전문직|경찰·소방·보안 서비스직|기타 사무직,청년(19~34)|중장년(35~59)|노년(60+),,서울|수도권|비수도권|농어촌|도심|지방중소도시,특별검사|선거부정|참정권침해,,2026-06-11T13:37:42.877081,0,,
PRC_P2P6X0Y4W2U3V1U8U1C6A2B3Z2A5Y6,국회법 일부개정법률안,박균택의원 등 37인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2P6X0Y4W2U3V1U8U1C6A2B3Z2A5Y6&ageFrom=22&ageTo=22,"국회 위원회에서 안건을 심사할 때, 이미 서류에 설명이 충분히 적혀 있다면 대표 의원의 요청에 따라 별도의 제안 설명을 생략할 수 있도록 하여 국회 운영의 효율성을 높이고 종이 사용을 줄이는 내용입니다.","대표발의의원이 요청하는 경우, 위원회 안건 심사 시 제안설명 절차를 생략할 수 있도록 합니다.",positive,불필요한 중복 절차를 줄여 국회 운영의 효율성을 높이고 종이 없는 환경을 조성하는 데 긍정적입니다.,법률·행정 전문직,,,,국회 운영 효율화|제안설명 생략|종이 없는 국회,,2026-06-11T13:38:33.485862,0,,
PRC_A2Y6Z0Y4W2W4E1F4D1E0C3B7B3J0J2,국민연금법 일부개정법률안,백혜련의원 등 10인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2Y6Z0Y4W2W4E1F4D1E0C3B7B3J0J2&ageFrom=22&ageTo=22,"저출산과 고령화로 인해 국민연금 재정이 불안해질 것에 대비하여, 연금 기금을 운용할 때 인구 구조 변화를 고려하고 전문 위원회를 설치해 연금의 장기적인 안정성을 높이려는 법안입니다.","연금 기금의 증권 매매 시 인구 구조 변화가 미치는 영향을 고려하도록 하고, 이를 전담할 '인구투자전문위원회'를 신설합니다.",positive,인구 구조 변화에 선제적으로 대응함으로써 국민연금 기금의 장기적인 재정 안정성을 확보할 수 있습니다.,경영·금융 전문가 및 관련직|법률·행정 전문직|공공·기업 고위직,아동(0~12)|청소년(13~18)|청년(19~34)|중장년(35~59)|노년(60+),취약계층|저소득층|1인가구,,국민연금|인구구조 변화|재정 안정성,,2026-06-11T13:39:35.054059,0,,
PRC_W2U6U0S5B0B4Z1A1Y0Z6X3T5U8S3T5,장애인 등에 대한 특수교육법 일부개정법률안,김재섭의원 등 10인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2U6U0S5B0B4Z1A1Y0Z6X3T5U8S3T5&ageFrom=22&ageTo=22,"특수학급이 없다는 이유로 장애 학생의 입학을 거부하는 것을 차별로 규정하고, 특수학급 미설치로 인해 입학을 제한하는 행위를 처벌하여 장애 학생의 교육권을 보장하려는 법안입니다.","특수학급 미설치로 인한 입학 제한을 차별로 명시하고, 이를 위반하여 입학을 제한한 자에 대한 처벌 규정을 신설합니다.",positive,장애 학생의 교육 기회를 확대하고 학교의 특수학급 설치 의무를 실효성 있게 강제할 수 있습니다.,교육 전문가 및 관련직|법률·행정 전문직|사회복지·종교 전문가 및 관련직,아동(0~12)|청소년(13~18),장애인|취약계층|학부모,서울|수도권|비수도권|농어촌|도심|지방중소도시,특수교육|차별 금지|교육권 보장,,2026-06-11T13:40:32.230274,0,,
PRC_D2D6C0A5B0Z8A1V1W0V7T5T7R8T0A5,농어촌 전기공급사업 촉진법 일부개정법률안,박해철의원 등 11인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2D6C0A5B0Z8A1V1W0V7T5T7R8T0A5&ageFrom=22&ageTo=22,"전기가 잘 공급되지 않는 섬이나 산간 지역의 자가발전 시설 운영비를 국가 기금(전력산업기반기금)에서 100% 지원하여, 전력 공급을 안정화하고 에너지 복지를 강화하려는 법안입니다.","기존에는 한전이 일부 비용을 부담해야 했으나, 앞으로는 전력산업기반기금에서 비용 전액을 지원하도록 하여 전기 사업자의 부담을 줄이고 공급 안정성을 높입니다.",positive,도서·벽지 지역의 안정적인 전력 공급과 에너지 복지 증진에 기여합니다.,공공·기업 고위직|행정·경영지원 관리직|전기·전자 관련 기능직,중장년(35~59)|노년(60+),취약계층|저소득층,비수도권,전력산업기반기금|에너지 복지|도서·벽지 전력공급,,2026-06-11T13:41:42.917091,0,,
PRC_Y2H6G0F5N2M0L1R5Q5P9K4J9I3R0A5,조세특례제한법 일부개정법률안,김상훈의원 등 13인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2H6G0F5N2M0L1R5Q5P9K4J9I3R0A5&ageFrom=22&ageTo=22,"국내 상장주식에 60% 이상 투자하는 펀드에 대해 소득공제 혜택을 주고, 배당금 세금 부담을 낮춰 국내 주식시장으로의 자금 유입을 유도하는 법안입니다.","국내 상장주식 비중이 높은 펀드 투자 시 최대 3억 원 한도의 소득공제를 신설하고, 고배당 펀드의 배당소득에 대해 분리과세 및 종합과세 제외 혜택을 제공합니다.",positive,주식 투자자에게 세제 혜택을 제공하여 자산 형성을 지원하고 국내 증시 활성화를 도모할 수 있습니다.,경영·금융 전문가 및 관련직|금융 사무직|경영·회계 관련 사무직|기타 사무직,청년(19~34)|중장년(35~59)|노년(60+),대기업,서울|수도권|도심,소득공제|배당소득세|국내주식투자,,2026-06-11T13:42:51.333297,0,,
PRC_J2H6I0G5H0O8P1O1M0M7L2L6H5G3G4,분산에너지 활성화 특별법 일부개정법률안,박해철의원 등 10인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2H6I0G5H0O8P1O1M0M7L2L6H5G3G4&ageFrom=22&ageTo=22,"전기요금을 결정할 때 송전 거리나 전력 자급률 같은 구체적인 기준을 도입하여, 지역별로 합리적인 요금 체계를 만들고 지역 균형 발전을 돕고자 하는 법안입니다.","전기요금 차등 산정 시 송전·배전 거리, 전력 자급률, 분산에너지 사용률 등 객관적인 기준을 명시하여 요금 결정의 투명성을 높입니다.",positive,구체적인 요금 산정 기준을 통해 지역별 전력 상황을 반영한 합리적 요금제를 구축하고 지역 균형 발전을 유도할 수 있습니다.,공학 전문가 및 기술직|전기·전자 관련 기능직|제조 관련 단순 노무직,,중소기업|대기업,수도권|비수도권|농어촌|지방중소도시,전기요금 차등제|지역 균형 발전|분산에너지,,2026-06-11T13:43:49.657536,0,,
PRC_G2E6M0N5L0L8K1K1J0J6R2P0Q2P5P1,전기사업법 일부개정법률안,박해철의원 등 10인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2E6M0N5L0L8K1K1J0J6R2P0Q2P5P1&ageFrom=22&ageTo=22,"지역에서 생산된 전기를 지역에서 소비하도록 유도하여, 지역별로 전기 요금을 다르게 책정할 수 있는 근거를 마련함으로써 국가의 지역 균형 발전을 돕는 법안입니다.","전기 판매 사업자가 송배전 비용 등을 고려해 지역마다 다른 전기 요금을 정할 수 있게 하고, 전력수급계획 수립 시 분산에너지 활성화 계획을 반영하도록 합니다.",mixed,"에너지 자립도가 높은 지역은 유리할 수 있으나, 송전 비용 부담이 큰 지역은 전기 요금이 인상될 가능성이 있습니다.",공학 전문가 및 기술직|전기·전자 관련 기능직|경영·회계 관련 사무직,,중소기업|대기업,수도권|비수도권|농어촌,지역별 전기요금|분산에너지|지역 균형발전,,2026-06-11T13:44:48.430535,0,,
PRC_K2I6J0H4F2G7O1O6N1N7M1M9L0S7T3,노동조합 및 노동관계조정법 일부개정법률안,이종배의원 등 11인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2I6J0H4F2G7O1O6N1N7M1M9L0S7T3&ageFrom=22&ageTo=22,"파업 중이라도 폭력이나 점거 등으로 인해 시민의 안전이 위험해지거나 사업장 운영에 큰 차질이 생길 경우, 사용자가 긴급 조정을 신청하여 한시적으로 대체 인력을 쓰거나 업무를 맡길 수 있게 하는 법안입니다.","파업 시 원칙적으로 금지되었던 대체 인력 채용 및 도급을, 중앙노동위원회의 긴급 조정 기간 동안에 한해 허용하도록 변경합니다.",mixed,"기업의 사업 운영 안정성과 시민 안전 확보에는 도움이 되나, 노동자의 쟁의권과 단체 행동력이 약화될 우려가 있습니다.",공공·기업 고위직|행정·경영지원 관리직|경영·회계 관련 사무직|제조 관련 단순 노무직|운전·운송 관련직|건설·광업 관련 기능직|기타 기능직,청년(19~34)|중장년(35~59)|노년(60+),중소기업|대기업,수도권|비수도권|도심|지방중소도시,대체인력|긴급조정|쟁의행위|노동법 개정,,2026-06-11T13:45:40.100963,0,,
PRC_H2I6G0H4G1E0E1N5N0L8M5L0J2J5F8,지방세특례제한법 일부개정법률안,김주영의원 등 10인,,,2026-06-09,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2I6G0H4G1E0E1N5N0L8M5L0J2J5F8&ageFrom=22&ageTo=22,수도권 외 지역에서 창업하는 중소기업과 벤처기업에 대해 취득세와 재산세를 깎아주는 세금 감면 혜택을 2026년에서 2029년까지 3년 더 연장하여 기업의 초기 비용 부담을 줄여주려는 법안입니다.,창업(벤처)중소기업에 대한 취득세 및 재산세 감면 특례 적용 기한을 2026년 12월 31일에서 2029년 12월 31일까지로 3년 연장합니다.,positive,창업 기업의 세금 부담을 완화하여 경영 안정성을 높이고 지역 경제 활성화에 기여할 수 있습니다.,경영·금융 전문가 및 관련직|과학 전문가 및 관련직|정보통신 전문가 및 기술직|공학 전문가 및 기술직,청년(19~34)|중장년(35~59),중소기업,비수도권|지방중소도시,창업 지원|세제 혜택|지역 균형 발전,,2026-06-11T13:46:47.499779,0,,
PRC_N2M6L0K6S0R8O1W4V5V0T3Q4P2L5U8,공직선거법 일부개정법률안,고동진의원 등 10인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2M6L0K6S0R8O1W4V5V0T3Q4P2L5U8&ageFrom=22&ageTo=22,"선거 당일 투표용지가 부족해 투표를 못 하는 일이 없도록, 각 지역 선관위가 유권자 수의 70~100%만큼 투표용지를 의무적으로 인쇄하도록 법으로 정하는 내용입니다.","기존에는 중앙선관위 지침에 따라 임의로 인쇄량을 줄일 수 있었으나, 앞으로는 법적 범위(유권자 수의 70~100%) 내에서 의무적으로 인쇄해야 합니다.",positive,투표용지 부족 사태를 예방하여 유권자의 소중한 투표권을 안정적으로 보장할 수 있습니다.,법률·행정 전문직,청년(19~34)|중장년(35~59)|노년(60+),취약계층|장애인,서울|수도권|비수도권|농어촌|도심|지방중소도시,투표용지 부족 방지|선거관리위원회|유권자 권리 보장,,2026-06-11T13:47:49.694429,0,,
PRC_V2W6U0S5T1B4B1A4A4Y2X1Y9F6G7F7,민사소송법 일부개정법률안,김현정의원 등 10인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2W6U0S5T1B4B1A4A4Y2X1Y9F6G7F7&ageFrom=22&ageTo=22,"기업과 소비자 간의 정보 불균형을 해소하기 위해, 기업이 증거 제출 명령에 불응할 경우 제재를 강화하고 전문가 조사 및 당사자 신문 제도를 도입하여 공정한 재판을 돕는 법안입니다.","문서제출명령 불응 시 제재를 대폭 강화하고, 전문가 조사 및 당사자에 의한 신문 제도를 새롭게 도입합니다.",positive,증거 확보가 어려운 소비자와 약자가 기업을 상대로 더 공정한 소송을 진행할 수 있게 됩니다.,법률·행정 전문직|경영·금융 전문가 및 관련직|과학 전문가 및 관련직|법률·감사 사무직,청년(19~34)|중장년(35~59)|노년(60+),취약계층|저소득층|중소기업|대기업,서울|수도권|비수도권|도심,증거의 편재|문서제출명령|K-디스커버리,,2026-06-11T13:48:55.042436,0,,
PRC_W2V6V0R4P1Q5O0P8N4N5W2W4U6T4T8,지하안전관리에 관한 특별법 일부개정법률안,배준영의원 등 11인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2V6V0R4P1Q5O0P8N4N5W2W4U6T4T8&ageFrom=22&ageTo=22,"지하 개발로 인한 싱크홀 등 지반 침하 사고를 막기 위해, 사업 완료 후에도 지속적인 관리를 강화하고, 사고 시 빠른 보상을 위한 보험 가급을 의무화하며, 위험 정보를 주민들에게 투명하게 공개하는 법안입니다.","지하 개발 사업자의 사후 모니터링과 책임보험 가입을 의무화하고, 지반 안전 정보를 주민에게 공개하는 체계를 마련합니다.",positive,"사고 예방을 위한 관리 감독이 강화되고, 사고 발생 시 신속한 피해 구제와 주민의 알 권리가 보장됩니다.",공학 전문가 및 기술직|건설·광업 관련 기능직|법률·행정 전문직,아동(0~12)|청소년(13~18)|청년(19~34)|중장년(35~59)|노년(60+),취약계층|세입자|자가소유자|중소기업|대기업,서울|수도권|비수도권|도심|지방중소도시,지반침하|사후관리|책임보험,,2026-06-11T13:49:58.073324,0,,
PRC_O2O6N0O4M1K5L0S8T4S3S5Q6P1Q7X5,자동차관리법 일부개정법률안,배준영의원 등 10인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2O6N0O4M1K5L0S8T4S3S5Q6P1Q7X5&ageFrom=22&ageTo=22,"고령운전자의 사고를 줄이기 위해, 자동차에 안전 보조 장치를 다는(튜닝) 절차를 간소화하고 국가나 지자체가 그 비용을 지원할 수 있도록 하는 법안입니다.","고령자 맞춤형 자동차 튜닝의 승인 및 검사 절차를 간소화하고, 정부와 지자체의 튜닝 비용 지원 근거를 마련합니다.",positive,고령운전자의 사고 예방과 경제적 부담 완화를 통해 도로 교통 안전을 높일 수 있습니다.,운전·운송 관련직|공학 전문가 및 기술직,노년(60+),취약계층,농어촌|지방중소도시,고령운전자|자동차 튜닝|교통안전,,2026-06-11T13:50:59.629865,0,,
PRC_J2J5H0J8H2H6D1B5C4B6B4Z9A1I0G2,가맹사업거래의 공정화에 관한 법률 일부개정법률안,이준석의원 등 10인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2J5H0J8H2H6D1B5C4B6B4Z9A1I0G2&ageFrom=22&ageTo=22,"프랜차이즈 가맹점주가 폐업할 때 발생하는 경제적 손실을 줄이기 위해, 가맹본부가 일정 금액을 미리 적립해 두었다가 폐업하는 점주에게 보상금을 지급하도록 하는 제도입니다.","가맹본부에게 '폐업보상 책임제'를 도입하여, 가맹금 일부를 적립하고 요건 충족 시 폐업 가맹점에 보상금을 지급하도록 의무화합니다.",positive,가맹점주의 폐업 시 경제적 부담을 완화하고 가맹본부의 책임 있는 경영을 유도할 수 있습니다.,판매·고객서비스 관리직|영업직|판매직|경영·회계 관련 사무직,청년(19~34)|중장년(35~59),중소기업,수도권|도심|비수도권,가맹점주 보호|폐업보상 책임제|프랜차이즈 상생,,2026-06-11T13:51:56.935605,0,,
PRC_Q2Y6Z0X4Y1W5V0V8D4E4C4B0B0A8B0,주택임대차보호법 일부개정법률안,배준영의원 등 11인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2Y6Z0X4Y1W5V0V8D4E4C4B0B0A8B0&ageFrom=22&ageTo=22,집주인이 바뀌었을 때 새로운 주인으로부터 그 사실을 서면으로 직접 통지받을 수 있게 하여 세입자의 권리를 강화하는 법안입니다.,임대주택의 소유권이 이전되면 새로운 임대인이 일정 기간 내에 임차인에게 이 사실을 서면으로 알려야 합니다.,positive,임차인이 바뀐 집주인 정보를 정확히 알 수 있어 보증금 보호 및 분쟁 예방에 유리합니다.,,청년(19~34)|중장년(35~59)|노년(60+),세입자|1인가구|저소득층|취약계층,수도권|비수도권|도심,임대인 지위 승계|서면 통지 의무|임차인 보호,,2026-06-11T13:53:08.800665,0,,
PRC_L2F6E0L5K2J1I1O3O1M4E5K9J8I0R2,산업안전보건법 일부개정법률안,박해철의원 등 10인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2F6E0L5K2J1I1O3O1M4E5K9J8I0R2&ageFrom=22&ageTo=22,"건설공사 발주자의 책임을 강화하여 설계 단계부터 안전한 작업 환경을 조성하고 산업재해를 예방하기 위한 법안입니다. 안전보건대장 작성 및 검토 의무를 명확히 하고, 적정한 안전 비용과 공기 산정을 규정합니다.","발주자에게 설계 단계부터 안전 비용과 공기 산정 의무를 부여하고, 안전보건조정자의 권한을 강화하여 현장 안전 관리를 실질화합니다.",positive,건설 현장의 안전 관리 체계를 구체화함으로써 근로자의 산업재해 발생 위험을 낮추는 데 기여할 것입니다.,건설·생산 관련 관리직|공학 전문가 및 기술직|건설·광업 관련 기능직|건설·광업 단순 노무직,청년(19~34)|중장년(35~59)|노년(60+),중소기업|대기업,수도권|비수도권|도심|지방중소도시,건설안전|산업재해예방|발주자책임강화,,2026-06-11T13:54:20.454943,0,,
PRC_V2W6U0J3K1I2I1H0I3G3G3O8P4N7M7,조세특례제한법 일부개정법률안,박대출의원 등 10인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2W6U0J3K1I2I1H0I3G3G3O8P4N7M7&ageFrom=22&ageTo=22,지방의 미분양 주택을 산 사람이 나중에 기존 집을 팔 때 받는 양도소득세 비과세 등 세금 혜택 기간을 2026년에서 2029년까지 3년 더 연장하여 지방 부동산 시장을 지원하는 내용입니다.,수도권 외 지역의 준공 후 미분양 주택 취득자에 대한 양도소득세 및 종합부동산세 과세 특례 일몰 기한을 2029년 12월 31일까지로 3년 연장합니다.,positive,지방 미분양 주택 보유자의 세금 부담을 완화하여 지역 건설 경기 침체를 방지하는 데 도움이 됩니다.,건설·생산 관련 관리직|경영·금융 전문가 및 관련직,중장년(35~59)|노년(60+),자가소유자|중소기업,비수도권|지방중소도시|농어촌,미분양 주택|세금 혜택 연장|지방 경기 활성화,,2026-06-11T13:55:14.940700,0,,
PRC_M2M6U0S4T0S9S0R9Y4Z6X5Y9W3X1V2,공직선거법 일부개정법률안,이준석의원 등 10인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2M6U0S4T0S9S0R9Y4Z6X5Y9W3X1V2&ageFrom=22&ageTo=22,"선거일 전 90일부터 금지되었던 AI 딥페이크 영상의 선거운동 활용을 허용하되, 가상 정보임을 반드시 표시하도록 하고, 이를 어기고 허위사실을 유포할 경우 처벌을 강화하는 법안입니다.","선거일 전 90일부터의 딥페이크 영상 제작·유포 금지를 해제하여 표현의 자유를 보장하되, 가상 정보 표시 의무 위반 및 허위사실 공표에 대한 처벌 수위를 높였습니다.",mixed,"AI 기술을 활용한 선거 캠페인의 자유는 확대되나, 가상 정보 미표시 및 허위사실 유포 시 법적 책임이 무거워집니다.",문화·예술·스포츠 전문가 및 관련직|정보통신 전문가 및 기술직|법률·행정 전문직,청년(19~34)|중장년(35~59)|노년(60+),,서울|수도권|비수도권|농어촌|도심|지방중소도시,딥페이크|선거운동|표현의 자유|AI 기술,,2026-06-11T13:56:23.979607,0,,
PRC_B2X6X0T6C0B8H0N8M3M7K2T4Q2P1L4,2026년 제9회 전국동시지방선거 투표용지 부족 등 선거관리 부실 사태의 진상규명을 위한 특별검사의 임명 등에 관한 법률안,백혜련의원 등 10인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2X6X0T6C0B8H0N8M3M7K2T4Q2P1L4&ageFrom=22&ageTo=22,"2026년 지방선거 당시 발생한 투표용지 부족 사태의 진상을 밝히기 위해 특별검사를 임명하여, 선거 관리 과정의 문제점과 책임 소재를 독립적으로 수사하려는 법안입니다.","중앙선관위의 자체 조사가 아닌, 독립적인 특별검사를 통해 투표용지 부족 사태의 원인과 은폐 여부를 엄정하게 수사합니다.",positive,선거 관리의 투명성을 높이고 부정 의혹을 해소하여 선거 제도에 대한 국민적 신뢰를 회복할 수 있습니다.,공공·기업 고위직|법률·행정 전문직|경찰·소방·보안 서비스직,청년(19~34)|중장년(35~59)|노년(60+),,서울|수도권|비수도권|농어촌|도심|지방중소도시,특별검사|선거관리위원회|투표용지 부족,,2026-06-11T13:57:35.672055,0,,
PRC_A2B6Z0Z4Y2Y9X1X6F0D4E4D9D6B1X1,장애인고용촉진 및 직업재활법 일부개정법률안,이정헌의원 등 10인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2B6Z0Z4Y2Y9X1X6F0D4E4D9D6B1X1&ageFrom=22&ageTo=22,"최저임금 적용에서 제외되었던 중증 장애인 근로자에게도 최저임금을 보장하고, 사업주의 고용 부담을 줄이기 위해 국가가 임금을 지원할 수 있는 근거를 마련하는 법안입니다.","장애인에 대한 최저임금 적용 제외 제도를 폐지하는 대신, 사업주의 고용 부담 완화를 위한 임금 보전 지원 근거를 신설합니다.",positive,장애인 근로자의 실질적인 소득을 보장하면서도 사업주의 비용 부담을 줄여 안정적인 고용 유지를 도모합니다.,사회복지·종교 전문가 및 관련직|돌봄·보건 서비스직|제조 관련 단순 노무직|청소·경비 단순 노무직|가사·음식·판매 단순 노무직,,취약계층|장애인|중소기업,,최저임금 보장|장애인 고용|임금 지원,,2026-06-11T13:58:53.808582,0,,
PRC_F2M6L0J6G0F8D0D9J5I6H3P8O3N4M7,제9회 전국동시지방선거 투표 농단 사건 진상규명을 위한 특별검사 임명 등에 관한 법률안,김은혜의원 등 11인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2M6L0J6G0F8D0D9J5I6H3P8O3N4M7&ageFrom=22&ageTo=22,제9회 지방선거 당시 발생한 투표용지 부족 사태와 선관위의 부적절한 대응 등 '투표 농단' 의혹을 밝히기 위해 독립적인 특별검사를 임명하여 진상을 규명하려는 법안입니다.,"지방선거 부정 의혹 조사를 위한 특별검사 임명 절차, 수사 권한 및 재판의 투명성 확보 방안을 구체적으로 규정합니다.",positive,선거 관리의 투명성을 높이고 부정 의혹에 대한 책임을 명확히 하여 선거 제도의 신뢰를 회복할 수 있습니다.,공공·기업 고위직|법률·행정 전문직|경찰·소방·보안 서비스직,청년(19~34)|중장년(35~59)|노년(60+),취약계층,서울|수도권|비수도권|도심|지방중소도시,특별검사|지방선거|투표용지 부족|진상규명|선관위,,2026-06-11T14:00:09.114059,0,,
PRC_E2C6C0K4L2J9K1I6G0H5P4P7N2P0N3,최저임금법 일부개정법률안,이정헌의원 등 10인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2C6C0K4L2J9K1I6G0H5P4P7N2P0N3&ageFrom=22&ageTo=22,"장애로 인해 근로 능력이 낮다는 이유로 최저임금을 받지 못했던 사례를 없애고, 모든 장애인 근로자가 차별 없이 최저임금을 보장받을 수 있도록 하는 법안입니다.","최저임금 적용 제외 규정을 삭제하여, 신체적·정무적 장애 여부와 관계없이 모든 근로자에게 예외 없이 최저임금이 적용되도록 합니다.",positive,장애인 근로자의 정당한 노동 가치를 인정하고 최소한의 생계 유지를 돕는 권리 보장의 효과가 있습니다.,청소·경비 단순 노무직|가사·음식·판매 단순 노무직|돌봄·보건 서비스직|기타 기능직,청년(19~34)|중장년(35~59)|노년(60+),취약계층|장애인|저소득층,수도권|비수도권,최저임금|장애인 권리|노동 가치 보장,,2026-06-11T14:01:20.305755,0,,
PRC_R2Q6Z0Y6X0V4J1I0H4P4O4N7M7U4T2,국제형사사법 공조법 일부개정법률안,유용원의원 등 10인,,,2026-06-08,,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Q6Z0Y6X0V4J1I0H4P4O4N7M7U4T2&ageFrom=22&ageTo=22,사이버 범죄 수사를 위해 해외에 있는 디지털 증거(로그 기록 등)를 더 빠르게 확보할 수 있도록 국제 공조 절차를 간소화하는 법안입니다.,"국가 중대 사이버 범죄의 경우, 외교부를 거치지 않고 직접 외국에 수사 협조를 요청할 수 있도록 절차를 단축하고 디지털 증거 확보 범위를 명시합니다.",positive,증거가 사라지기 전 신속한 국제 공조가 가능해져 사이버 범죄 대응력이 강화됩니다.,경찰·소방·보안 서비스직|정보통신 전문가 및 기술직|법률·행정 전문직,아동(0~12)|청소년(13~18)|청년(19~34)|중장년(35~59)|노년(60+),취약계층|1인가구,서울|수도권|비수도권|농어촌|도심|지방중소도시,사이버범죄|디지털증거|국제공조|수사절차,,2026-06-11T14:02:22.202825,0,,
